relativeIndex	absoluteIndex	description	type	f1	recall	precision	mcc	count	tp	p	tn	fn
28	50	[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)O[#6]);$(C[#6,#1])])] (206 ester)	OPENBABEL	0.8273584905660378	0.7876066457117198	0.8713363139592648	0.7799589448563428	4454.0	3508.0	518.0	14146.0	946.0
29	51	[$([N;+0,+1;$(N(=O)~[O;H0;-0,-1])])] (207 nitro)	OPENBABEL	0.8421052631578948	0.7388535031847133	0.9789029535864979	0.8484090443812407	314.0	232.0	5.0	18799.0	82.0
30	52	[$([C;$(C#[N;D1])])] (208 nitrile)	OPENBABEL	0.28363636363636363	0.17180616740088106	0.8125	0.37083201306265456	227.0	39.0	9.0	18882.0	188.0
31	53	[$([N;!$(N*=[!#6])]);$(N[$([a])]);!$(N~[!#6])] (209 aniline)	OPENBABEL	0.6977829638273046	0.6265060240963856	0.7873601053324556	0.6737106553026131	1909.0	1196.0	323.0	16886.0	713.0
32	54	[$([N;$(N[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)(N)N)])])])] (210 urea)	OPENBABEL	0.624390243902439	0.460431654676259	0.9696969696969697	0.6667569842628308	139.0	64.0	2.0	18977.0	75.0
33	55	[CX4H3][#6] (Primary_carbon)	SUBSTRUCTURE	0.8516963274011864	0.8560900442181428	0.8473474801061008	0.755958495851996	7463.0	10504.0	1074.0	6389.0	1151.0
34	56	[CX4H2]([#6])[#6] (Secondary_carbon)	SUBSTRUCTURE	0.8544718850286033	0.8525685646665738	0.8563837225562858	0.7672044416740686	7183.0	10908.0	1059.0	6124.0	1027.0
35	57	[CX4H1]([#6])([#6])[#6] (Tertiary_carbon)	SUBSTRUCTURE	0.8509636347780588	0.8195867629766505	0.8848385926731955	0.7884329139669899	5953.0	4879.0	635.0	12530.0	1074.0
36	58	[CX4]([#6])([#6])([#6])[#6] (Quaternary_carbon)	SUBSTRUCTURE	0.8338467113607538	0.7826530612244897	0.8922062815044591	0.8083203724281408	2940.0	2301.0	278.0	15900.0	639.0
37	59	[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]=[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]  (Alkene)	SUBSTRUCTURE	0.823306130195483	0.7980132450331126	0.8502548020384163	0.7568985319550732	5436.0	4338.0	764.0	12918.0	1098.0
38	60	[CX2]#[CX2] (Alkyne)	SUBSTRUCTURE	0.2810810810810811	0.16560509554140126	0.9285714285714286	0.3905669187934453	157.0	26.0	2.0	18959.0	131.0
39	62	[ClX1][CX4] (Alkylchloride)	SUBSTRUCTURE	0.6529209621993127	0.49222797927461137	0.9693877551020408	0.6888183609357136	193.0	95.0	3.0	18922.0	98.0
40	63	[FX1][CX4] (Alkylfluoride)	SUBSTRUCTURE	0.9642470205850487	0.956989247311828	0.9716157205240175	0.9633917559207568	465.0	445.0	13.0	18640.0	20.0
41	66	[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15])] (Alcohol)	SUBSTRUCTURE	0.8914342629482072	0.8788048814700519	0.9044319330157355	0.828558785551192	7129.0	6265.0	662.0	11327.0	864.0
42	70	[OX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylether)	SUBSTRUCTURE	0.5898502495840267	0.467986798679868	0.7975253093363329	0.5872275227291174	1515.0	709.0	180.0	17423.0	806.0
43	71	[SX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylthioether)	SUBSTRUCTURE	0.8024439918533605	0.6888111888111889	0.9609756097560975	0.8113464990792348	286.0	197.0	8.0	18824.0	89.0
44	72	[OX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])] (Alkylarylether)	SUBSTRUCTURE	0.8625512418615867	0.8291608715808994	0.8987437185929649	0.8256479094096602	4314.0	3577.0	403.0	14401.0	737.0
45	74	[SX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])] (Alkylarylthioether)	SUBSTRUCTURE	0.39106145251396646	0.2517985611510791	0.875	0.46767726950307886	139.0	35.0	5.0	18974.0	104.0
46	75	[c][SX2][c] (Diarylthioether)	SUBSTRUCTURE	0.752	0.6438356164383562	0.9038461538461539	0.7621111618671673	73.0	47.0	5.0	19040.0	26.0
47	77	[NX3+0,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])] (Amine)	SUBSTRUCTURE	0.8938316899793625	0.8700892857142857	0.918906176331919	0.8630262072011278	4480.0	3898.0	344.0	14294.0	582.0
48	78	[NX3H2+0,NX4H3+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Primary_aliph_amine)	SUBSTRUCTURE	0.8751326494517158	0.8324360699865411	0.9224459358687547	0.8665212894759345	1486.0	1237.0	104.0	17528.0	249.0
49	79	[NX3H1+0,NX4H2+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Secondary_aliph_amine)	SUBSTRUCTURE	0.6023529411764705	0.4897959183673469	0.7820773930753564	0.6067135585064302	784.0	384.0	107.0	18227.0	400.0
50	80	[NX3H0+0,NX4H1+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_aliph_amine)	SUBSTRUCTURE	0.8066001534919417	0.7459190915542938	0.8780284043441938	0.7955898005015584	1409.0	1051.0	146.0	17563.0	358.0
51	81	[NX4H0+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Quaternary_aliph_ammonium)	SUBSTRUCTURE	0.9256449165402124	0.8714285714285714	0.9870550161812298	0.9262036571989279	350.0	305.0	4.0	18764.0	45.0
52	82	[NX3H2+0,NX4H3+]c (Primary_arom_amine)	SUBSTRUCTURE	0.6979405034324944	0.5820610687022901	0.8714285714285714	0.7059404772379116	524.0	305.0	45.0	18549.0	219.0
53	83	[NX3H1+0,NX4H2+;!$([N][!c]);!$([N]*~[#7,#8,#15,#16])] (Secondary_arom_amine)	SUBSTRUCTURE	0.5360824742268042	0.4	0.8125	0.569146224824532	65.0	26.0	6.0	19047.0	39.0
54	84	[NX3H0+0,NX4H1+;!$([N][!c]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_arom_amine)	SUBSTRUCTURE	0.8035320088300222	0.6920152091254753	0.9578947368421052	0.812103271970068	263.0	182.0	8.0	18847.0	81.0
55	86	[NX3H1+0,NX4H2+;$([N]([c])[C]);!$([N]*~[#7,#8,#15,#16])] (Secondary_mixed_amine)	SUBSTRUCTURE	0.3120567375886525	0.19130434782608696	0.8461538461538461	0.40095380444279066	115.0	22.0	4.0	18999.0	93.0
56	87	[NX3H0+0,NX4H1+;$([N]([c])([C])[#6]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_mixed_amine)	SUBSTRUCTURE	0.668141592920354	0.5224913494809689	0.9263803680981595	0.6925575977127348	289.0	151.0	12.0	18817.0	138.0
57	89	[N+;!$([N]~[!#6]);!$(N=*);!$([N]*~[#7,#8,#15,#16])] (Ammonium)	SUBSTRUCTURE	0.9107142857142856	0.8453038674033149	0.9870967741935484	0.9119594218069659	362.0	306.0	4.0	18752.0	56.0
58	90	[SX2H][CX4;!$(C([SX2H])~[O,S,#7,#15])] (Alkylthiol)	SUBSTRUCTURE	0.8070175438596492	0.71875	0.92	0.8126368008582183	64.0	46.0	4.0	19050.0	18.0
59	91	[SX2]([CX4;!$(C([SX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([SX2])[O,S,#7,#15])] (Dialkylthioether)	SUBSTRUCTURE	0.7431693989071038	0.6044444444444445	0.9645390070921985	0.7615257351298769	225.0	136.0	5.0	18888.0	89.0
60	92	[SX2](c)[CX4;!$(C([SX2])[O,S,#7,#15])] (Alkylarylthioether)	SUBSTRUCTURE	0.40909090909090906	0.26666666666666666	0.8780487804878049	0.48221631096316314	135.0	36.0	5.0	18978.0	99.0
61	94	[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15,F,Cl,Br,I])][CX4;!$(C([N])[O,S,#7,#15])][NX3;!$(NC=[O,S,N])] (1,2-Aminoalcohol)	SUBSTRUCTURE	0.7408312958435208	0.6365546218487395	0.8859649122807017	0.7458322252610495	476.0	303.0	39.0	18603.0	173.0
62	95	[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15])][CX4;!$(C([OX2H])[O,S,#7,#15])][OX2H] (1,2-Diol)	SUBSTRUCTURE	0.8963093145869948	0.8557046979865772	0.940959409594096	0.879595851916061	2980.0	2550.0	160.0	15978.0	430.0
63	106	[NX2;$([N][#6]),$([NH]);!$([N][CX3]=[#7,#8,#15,#16])]=[CX3;$([CH2]),$([CH][#6]),$([C]([#6])[#6])] (Imine)	SUBSTRUCTURE	0.576271186440678	0.45132743362831856	0.796875	0.5980301905459762	113.0	51.0	13.0	18992.0	62.0
64	110	[OX2]([#6;!$(C=[O,S,N])])[CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])] (Acetal)	SUBSTRUCTURE	0.9179563281746872	0.881514657980456	0.9575409111012826	0.9074422117992457	2456.0	2165.0	96.0	16566.0	291.0
65	111	[OX2H][CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])] (Hemiacetal)	SUBSTRUCTURE	0.3177570093457944	0.22666666666666666	0.53125	0.3421983572739887	225.0	51.0	45.0	18848.0	174.0
66	117	[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Acetal_like)	SUBSTRUCTURE	0.8876426997796916	0.8327696354753852	0.9502572898799314	0.8733598041315613	2661.0	2216.0	116.0	16341.0	445.0
67	119	[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (NOS_methylen_ester_and_similar)	SUBSTRUCTURE	0.5220228384991844	0.37209302325581395	0.8743169398907104	0.56476804107214	430.0	160.0	23.0	18665.0	270.0
68	120	[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Hetero_methylen_ester_and_similar)	SUBSTRUCTURE	0.5170731707317073	0.3663594470046083	0.8784530386740331	0.561686832486964	434.0	159.0	22.0	18662.0	275.0
69	122	[ClX1][CX3]=[CX3] (Chloroalkene)	SUBSTRUCTURE	0.537037037037037	0.3717948717948718	0.9666666666666667	0.5986623881441959	78.0	29.0	1.0	19039.0	49.0
70	126	[OX2H][CX3;$([H1]),$(C[#6])]=[CX3] (Enol)	SUBSTRUCTURE	0.317948717948718	0.2	0.775	0.3915805621024899	155.0	31.0	9.0	18954.0	124.0
71	128	[OX2]([#6;!$(C=[N,O,S])])[CX3;$([H0][#6]),$([H1])]=[CX3] (Enolether)	SUBSTRUCTURE	0.618610747051114	0.466403162055336	0.9182879377431906	0.6485335472941184	506.0	236.0	21.0	18591.0	270.0
72	130	[NX3;$([NH2][CX3]),$([NH1]([CX3])[#6]),$([N]([CX3])([#6])[#6]);!$([N]*=[#7,#8,#15,#16])][CX3;$([CH]),$([C][#6])]=[CX3] (Enamine)	SUBSTRUCTURE	0.2823529411764706	0.17647058823529413	0.7058823529411765	0.35194544889338686	68.0	12.0	5.0	19045.0	56.0
73	139	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[OX2][#6;!$(C=[O,N,S])] (Carboxylic_ester)	SUBSTRUCTURE	0.8370743624980913	0.7935726693688477	0.88562197092084	0.8052847481435765	3454.0	2741.0	354.0	15310.0	713.0
74	140	[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])] (Lactone)	SUBSTRUCTURE	0.7759197324414716	0.7211367673179396	0.8397104446742503	0.7512851483054023	2252.0	1624.0	310.0	16556.0	628.0
75	142	[$([#6X3H0][#6]),$([#6X3H])](=[!#6])[!#6] (Carboxylic_acid_derivative)	SUBSTRUCTURE	0.8828130134735458	0.8735691987513007	0.8922545502856384	0.8055007903485489	7688.0	10619.0	972.0	6716.0	811.0
76	144	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[SX2][#6;!$(C=[O,N,S])] (Carbothioic_S_ester)	SUBSTRUCTURE	0.6582278481012659	0.5	0.9629629629629629	0.6933614475563199	52.0	26.0	1.0	19065.0	26.0
77	152	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Amide)	SUBSTRUCTURE	0.6688144329896907	0.5372670807453416	0.8856655290102389	0.6780116561424453	966.0	519.0	67.0	18085.0	447.0
78	154	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H1][#6;!$(C=[O,N,S])] (Secondary_amide)	SUBSTRUCTURE	0.41967213114754104	0.28193832599118945	0.8205128205128205	0.47782698332735735	227.0	64.0	14.0	18877.0	163.0
79	155	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])] (Tertiary_amide)	SUBSTRUCTURE	0.7101086048454468	0.575880758807588	0.9259259259259259	0.7224132402119892	738.0	425.0	34.0	18346.0	313.0
80	156	[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Lactam)	SUBSTRUCTURE	0.7328244274809161	0.6153846153846154	0.9056603773584906	0.7364905817601921	936.0	576.0	60.0	18122.0	360.0
81	163	[NX3;!$(NC=[O,S])][CX3;$([CH]),$([C][#6])]=[NX2;!$(NC=[O,S])] (Amidine)	SUBSTRUCTURE	0.3382352941176471	0.22115384615384615	0.71875	0.3970863386817121	104.0	23.0	9.0	19005.0	81.0
82	166	[CX3R0;$([H0][#6]),$([H1])](=[NX2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[$([OX2H]),$([OX1-])] (Imidoacid)	SUBSTRUCTURE	0.8278672617892491	0.7790357925493061	0.8832298136645963	0.8032857215069247	2738.0	2133.0	282.0	16098.0	605.0
83	167	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[$([OX2H]),$([OX1-])]   (Imidoacid_cyclic)	SUBSTRUCTURE	0.7436399217221135	0.6447963800904978	0.8782742681047766	0.7427072551330893	884.0	570.0	79.0	18155.0	314.0
84	169	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[OX2][#6;!$(C=[O,N,S])] (Imidolactone)	SUBSTRUCTURE	0.5028571428571428	0.33587786259541985	1.0	0.5782264800910231	131.0	44.0	0.0	18987.0	87.0
85	173	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[SX2][#6;!$(C=[O,N,S])] (Imidothiolactone)	SUBSTRUCTURE	0.2857142857142857	0.16666666666666666	1.0	0.40803464855773414	24.0	4.0	0.0	19094.0	20.0
86	174	[#7X3v3;!$(N([#6X3]=[#7X2])C=[O,S])][CX3R0;$([H1]),$([H0][#6])]=[NX2v3;!$(N(=[#6X3][#7X3])C=[O,S])] (Amidine)	SUBSTRUCTURE	0.30434782608695654	0.19444444444444445	0.7	0.3683832137585241	36.0	7.0	3.0	19079.0	29.0
87	175	[#6][#6X3R;$([H0](=[NX2;!$(N(=[#6X3][#7X3])C=[O,S])])[#7X3;!$(N([#6X3]=[#7X2])C=[O,S])]),$([H0](-[NX3;!$(N([#6X3]=[#7X2])C=[O,S])])=,:[#7X2;!$(N(=[#6X3][#7X3])C=[O,S])])]   (Imidolactam)	SUBSTRUCTURE	0.6619217081850534	0.5557768924302788	0.8181818181818182	0.6674133936275315	502.0	279.0	62.0	18554.0	223.0
88	177	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[FX1,ClX1,BrX1,IX1] (Imidoylhalide_cyclic)	SUBSTRUCTURE	0.6349206349206349	0.4819277108433735	0.9302325581395349	0.6686345815912975	83.0	40.0	3.0	19032.0	43.0
89	179	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_aminoacid)	SUBSTRUCTURE	0.7635135135135136	0.6726190476190477	0.8828125	0.7671200191780075	336.0	226.0	30.0	18752.0	110.0
90	180	[OX2H][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_hydroxyacid)	SUBSTRUCTURE	0.3305785123966942	0.23529411764705882	0.5555555555555556	0.35979618979923056	85.0	20.0	16.0	19017.0	65.0
91	181	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_middle)	SUBSTRUCTURE	0.3561643835616438	0.22033898305084745	0.9285714285714286	0.45168721643270976	59.0	13.0	1.0	19058.0	46.0
92	182	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-] (Peptide_C_term)	SUBSTRUCTURE	0.5	0.36507936507936506	0.7931034482758621	0.5371514010403882	63.0	23.0	6.0	19049.0	40.0
93	183	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_N_term)	SUBSTRUCTURE	0.6153846153846155	0.46153846153846156	0.9230769230769231	0.652121110505697	52.0	24.0	2.0	19064.0	28.0
94	189	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I] (Vinylogous_carbonyl_or_carboxyl_derivative)	SUBSTRUCTURE	0.8051948051948051	0.7456209150326797	0.8751150659711568	0.7649188501927497	3825.0	2852.0	407.0	14886.0	973.0
95	190	[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])] (Vinylogous_acid)	SUBSTRUCTURE	0.7551642397561802	0.702583490863264	0.8162518301610542	0.7372234273225164	1587.0	1115.0	251.0	17280.0	472.0
96	191	[#6X3](=[OX1])[#6X3]=,:[#6X3][#6;!$(C=[O,N,S])] (Vinylogous_ester)	SUBSTRUCTURE	0.8612901037780641	0.844169658290121	0.8791193575186929	0.7747230936832887	7521.0	6349.0	873.0	10724.0	1172.0
97	192	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Vinylogous_amide)	SUBSTRUCTURE	0.6606498194945849	0.543026706231454	0.8433179723502304	0.6677905014646058	674.0	366.0	68.0	18376.0	308.0
98	193	[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1] (Vinylogous_halide)	SUBSTRUCTURE	0.4461538461538461	0.29896907216494845	0.8787878787878788	0.5113522398859898	97.0	29.0	4.0	19017.0	68.0
99	197	[!#6][#6X3](=[!#6])[!#6] (Carbonic_acid_derivatives)	SUBSTRUCTURE	0.7682215743440234	0.6835278858625162	0.8768718801996672	0.7573598186595452	1542.0	1054.0	148.0	17428.0	488.0
100	201	[#7X3;!$([#7][!#6])][#6X3](=[OX1])[#7X3;!$([#7][!#6])] (Urea)	SUBSTRUCTURE	0.7053941908713693	0.5592105263157895	0.9550561797752809	0.7293201210421028	152.0	85.0	4.0	18962.0	67.0
101	203	[#7X2;!$([#7][!#6])]=,:[#6X3]([#8X2&!$([#8][!#6]),OX1-])[#7X3;!$([#7][!#6])] (Isourea)	SUBSTRUCTURE	0.6744186046511628	0.5286458333333334	0.9311926605504587	0.6974743756459777	384.0	203.0	15.0	18719.0	181.0
102	204	[#7X2;!$([#7][!#6])]=,:[#6X3]([#16X2&!$([#16][!#6]),SX1-])[#7X3;!$([#7][!#6])] (Isothiourea)	SUBSTRUCTURE	0.5756097560975608	0.45038167938931295	0.7972972972972973	0.5972925916786894	131.0	59.0	15.0	18972.0	72.0
103	205	[N;v3X3,v4X4+][CX3](=[N;v3X2,v4X3+])[N;v3X3,v4X4+] (Guanidine)	SUBSTRUCTURE	0.7721518987341772	0.6524064171122995	0.9457364341085271	0.7838513095288663	187.0	122.0	7.0	18924.0	65.0
104	207	[#7X3][#6](=[OX1])[#8X2][#6] (Urethan)	SUBSTRUCTURE	0.2764227642276423	0.1650485436893204	0.85	0.37338269858030826	103.0	17.0	3.0	19012.0	86.0
105	225	[Cl][c] (Arylchloride)	SUBSTRUCTURE	0.9620853080568721	0.9822580645161291	0.9427244582043344	0.9596298564695354	1240.0	1218.0	74.0	17804.0	22.0
106	226	[F][c] (Arylfluoride)	SUBSTRUCTURE	0.9318181818181818	0.9129554655870445	0.9514767932489452	0.9302570241492155	494.0	451.0	23.0	18601.0	43.0
107	227	[Br][c] (Arylbromide)	SUBSTRUCTURE	0.8704663212435233	0.8842105263157894	0.8571428571428571	0.8692528118196109	190.0	168.0	28.0	18900.0	22.0
108	228	[I][c] (Aryliodide)	SUBSTRUCTURE	0.9400000000000001	0.9038461538461539	0.9791666666666666	0.9404456009436414	104.0	94.0	2.0	19012.0	10.0
109	229	[SX2H][c] (Arylthiol)	SUBSTRUCTURE	0.4285714285714285	0.3	0.75	0.4738697693388566	30.0	9.0	3.0	19085.0	21.0
110	230	[c]=[NX2;$([H1]),$([H0][#6;!$([C]=[N,S,O])])] (Iminoarene)	SUBSTRUCTURE	0.6636771300448431	0.5467980295566502	0.844106463878327	0.674085733494998	406.0	222.0	41.0	18671.0	184.0
111	231	[c]=[OX1] (Oxoarene)	SUBSTRUCTURE	0.8550444530344029	0.8147329650092081	0.8995526636844245	0.8337890952735619	2715.0	2212.0	247.0	16156.0	503.0
112	233	[nX3H1+0] (Hetero_N_basic_H)	SUBSTRUCTURE	0.7399121054734319	0.6548797736916548	0.8503213957759412	0.7290765794268771	1414.0	926.0	163.0	17541.0	488.0
